,Frame,Time_Seconds,az_camera1_Rotation_X,az_camera1_Rotation_Y,az_camera1_Rotation_Z,az_camera1_Rotation_W,az_camera1_Position_X,az_camera1_Position_Y,az_camera1_Position_Z
5846,5846,97.433333,-0.065445,-0.232630,-0.000042,-0.970361,0.780379,0.955500,-1.222187
5847,5847,97.450000,-0.065189,-0.232563,0.000136,-0.970394,0.780299,0.955431,-1.222227
5848,5848,97.466667,-0.065167,-0.232357,0.000054,-0.970445,0.780329,0.955474,-1.222232
5849,5849,97.483333,-0.065901,-0.232715,0.000309,-0.970310,0.780350,0.955438,-1.222195
5850,5850,97.500000,-0.065320,-0.232497,0.000089,-0.970401,0.780310,0.955456,-1.222245
5851,5851,97.516667,-0.067899,-0.235177,0.001775,-0.969576,0.780450,0.955248,-1.222379
5852,5852,97.533333,-0.065151,-0.232443,0.000065,-0.970425,0.780308,0.955440,-1.222221
5853,5853,97.550000,-0.066166,-0.232869,0.000346,-0.970255,0.780298,0.955353,-1.222241
5854,5854,97.566667,-0.064553,-0.232570,0.000009,-0.970435,0.780243,0.955415,-1.222282
5855,5855,97.583333,-0.068417,-0.235037,0.001933,-0.969574,0.780489,0.955237,-1.222366
5856,5856,97.600000,-0.065459,-0.232564,-0.000106,-0.970376,0.780330,0.955423,-1.222234
5857,5857,97.616667,-0.065430,-0.232628,0.000268,-0.970362,0.780293,0.955398,-1.222252
5858,5858,97.633333,-0.065118,-0.232439,-0.000143,-0.970429,0.780297,0.955395,-1.222272
5859,5859,97.650000,-0.068574,-0.235283,0.001664,-0.969503,0.780530,0.955243,-1.222345
5860,5860,97.666667,-0.064203,-0.234520,0.001220,-0.969988,0.780315,0.955488,-1.222024
5861,5861,97.683333,-0.066750,-0.236800,0.003451,-0.969256,0.780482,0.955272,-1.222169
5862,5862,97.700000,-0.063927,-0.234376,0.001463,-0.970041,0.780323,0.955524,-1.221993
5863,5863,97.716667,-0.064719,-0.234646,0.002048,-0.969922,0.780335,0.955483,-1.221979
5864,5864,97.733333,-0.063756,-0.234507,0.002114,-0.970019,0.780314,0.955552,-1.222003
5865,5865,97.750000,-0.066518,-0.236924,0.004240,-0.969239,0.780521,0.955405,-1.222117
5866,5866,97.766667,-0.080412,-0.245801,0.010141,-0.965926,0.779620,0.956319,-1.220986
5867,5867,97.783333,-0.062079,-0.230680,-0.001758,-0.971046,0.780376,0.955564,-1.221875
5868,5868,97.800000,-0.064968,-0.232571,-0.000248,-0.970407,0.780351,0.955517,-1.222244
5869,5869,97.816667,-0.065662,-0.232780,0.000114,-0.970310,0.780386,0.955469,-1.222190
5870,5870,97.833333,-0.068726,-0.235030,0.001176,-0.969555,0.780315,0.955630,-1.221991
5871,5871,97.850000,-0.065083,-0.232565,0.000443,-0.970401,0.780381,0.955472,-1.222228
5872,5872,97.866667,-0.061762,-0.230801,-0.001918,-0.971037,0.780336,0.955629,-1.221983
5873,5873,97.883333,-0.068127,-0.234242,0.001085,-0.969788,0.780365,0.955513,-1.222041
5874,5874,97.900000,-0.065098,-0.232789,-0.000304,-0.970346,0.780379,0.955524,-1.222214
5875,5875,97.916667,-0.068569,-0.234908,0.001696,-0.969595,0.780256,0.955571,-1.222023
5876,5876,97.933333,-0.064855,-0.232660,-0.000110,-0.970393,0.780414,0.955514,-1.222190
5877,5877,97.950000,-0.068269,-0.234511,0.001272,-0.969712,0.780323,0.955530,-1.222028
5878,5878,97.966667,-0.069667,-0.236386,0.001810,-0.969157,0.780135,0.955633,-1.221889
5879,5879,97.983333,-0.063546,-0.234068,0.004404,-0.970131,0.780460,0.955543,-1.221899
5880,5880,98.000000,-0.065604,-0.235018,0.004004,-0.969766,0.780434,0.955598,-1.221850
5881,5881,98.016667,-0.063746,-0.233865,0.003519,-0.970171,0.780421,0.955512,-1.221972
5882,5882,98.033333,-0.066362,-0.235707,0.004223,-0.969547,0.780300,0.955630,-1.221811
5883,5883,98.050000,-0.064280,-0.234076,0.002992,-0.970086,0.780420,0.955494,-1.221963
5884,5884,98.066667,-0.064182,-0.234117,0.002721,-0.970084,0.780404,0.955510,-1.221978
5885,5885,98.083333,-0.063758,-0.233852,0.002995,-0.970175,0.780345,0.955511,-1.222009
5886,5886,98.100000,-0.063263,-0.233885,0.003011,-0.970199,0.780362,0.955558,-1.221967
5887,5887,98.116667,-0.065464,-0.232347,0.000224,-0.970427,0.780430,0.955433,-1.222232
5888,5888,98.133333,-0.065422,-0.232384,0.000200,-0.970421,0.780382,0.955435,-1.222266
5889,5889,98.150000,-0.065209,-0.232180,0.000214,-0.970484,0.780337,0.955438,-1.222263
5890,5890,98.166667,-0.065232,-0.232391,-0.000101,-0.970432,0.780387,0.955451,-1.222227
5891,5891,98.183333,-0.065213,-0.232306,-0.000017,-0.970454,0.780359,0.955432,-1.222247
5892,5892,98.200000,-0.064798,-0.232045,-0.000076,-0.970545,0.780328,0.955436,-1.222265
5893,5893,98.216667,-0.065113,-0.232178,-0.000027,-0.970492,0.780346,0.955446,-1.222220
5894,5894,98.233333,-0.065550,-0.232527,-0.000090,-0.970379,0.780389,0.955451,-1.222209
5895,5895,98.250000,-0.065018,-0.232048,-0.000061,-0.970529,0.780331,0.955468,-1.222257
5896,5896,98.266667,-0.064875,-0.231984,0.000068,-0.970554,0.780332,0.955477,-1.222240
5897,5897,98.283333,-0.064989,-0.232303,0.000044,-0.970470,0.780356,0.955483,-1.222206
5898,5898,98.300000,-0.064329,-0.234229,0.001891,-0.970049,0.780326,0.955506,-1.221995
5899,5899,98.316667,-0.065113,-0.231935,0.000026,-0.970550,0.780286,0.955458,-1.222247
5900,5900,98.333333,-0.065325,-0.232235,0.000122,-0.970464,0.780317,0.955477,-1.222201
5901,5901,98.350000,-0.065641,-0.232320,0.000120,-0.970422,0.780334,0.955444,-1.222207
5902,5902,98.366667,-0.064985,-0.232013,0.000105,-0.970540,0.780313,0.955456,-1.222236
5903,5903,98.383333,-0.065303,-0.232147,0.000008,-0.970486,0.780310,0.955463,-1.222211
5904,5904,98.400000,-0.066631,-0.232805,-0.001463,-0.970237,0.780305,0.955541,-1.222214
5905,5905,98.416667,-0.066215,-0.232449,-0.002846,-0.970348,0.780302,0.955660,-1.222260
5906,5906,98.433333,-0.064962,-0.231973,0.000025,-0.970551,0.780304,0.955514,-1.222234
5907,5907,98.450000,-0.065684,-0.232363,-0.000061,-0.970409,0.780323,0.955499,-1.222200
5908,5908,98.466667,-0.066404,-0.232863,-0.002795,-0.970236,0.780299,0.955627,-1.222247
5909,5909,98.483333,-0.065662,-0.232268,-0.003121,-0.970428,0.780246,0.955633,-1.222254
5910,5910,98.500000,-0.065548,-0.232210,0.000004,-0.970454,0.780319,0.955479,-1.222208
5911,5911,98.516667,-0.065707,-0.232430,0.000180,-0.970391,0.780329,0.955466,-1.222201
5912,5912,98.533333,-0.065463,-0.232137,-0.000072,-0.970478,0.780278,0.955461,-1.222245
5913,5913,98.550000,-0.065143,-0.231939,-0.000037,-0.970547,0.780294,0.955448,-1.222242
5914,5914,98.566667,-0.066610,-0.232846,-0.001413,-0.970229,0.780279,0.955532,-1.222218
5915,5915,98.583333,-0.066878,-0.232841,-0.001333,-0.970212,0.780252,0.955524,-1.222239
5916,5916,98.600000,-0.064957,-0.232196,0.000035,-0.970498,0.780260,0.955449,-1.222227
5917,5917,98.616667,-0.065389,-0.232083,0.000039,-0.970496,0.780309,0.955447,-1.222199
5918,5918,98.633333,-0.064348,-0.232006,-0.002776,-0.970580,0.780303,0.955569,-1.222040
5919,5919,98.650000,-0.065428,-0.232517,-0.001935,-0.970387,0.780263,0.955532,-1.222193
5920,5920,98.666667,-0.063053,-0.231277,-0.001387,-0.970842,0.780311,0.955528,-1.222056
5921,5921,98.683333,-0.063779,-0.231647,-0.001143,-0.970706,0.780342,0.955521,-1.222022
5922,5922,98.700000,-0.063713,-0.231571,-0.001294,-0.970728,0.780321,0.955520,-1.222061
5923,5923,98.716667,-0.063401,-0.231349,-0.001299,-0.970802,0.780304,0.955514,-1.222086
5924,5924,98.733333,-0.065105,-0.232225,-0.000556,-0.970481,0.780338,0.955457,-1.222165
5925,5925,98.750000,-0.065345,-0.232282,-0.000418,-0.970451,0.780348,0.955480,-1.222157
5926,5926,98.766667,-0.063207,-0.231356,-0.001492,-0.970813,0.780324,0.955546,-1.222079
5927,5927,98.783333,-0.062920,-0.231306,-0.001630,-0.970843,0.780310,0.955574,-1.222051
5928,5928,98.800000,-0.065328,-0.232277,-0.000758,-0.970453,0.780340,0.955495,-1.222158
5929,5929,98.816667,-0.065096,-0.231778,-0.000281,-0.970588,0.780395,0.955476,-1.222214
5930,5930,98.833333,-0.062421,-0.231808,-0.001025,-0.970756,0.780357,0.955541,-1.222145
5931,5931,98.850000,-0.065443,-0.232426,0.000201,-0.970410,0.780344,0.955459,-1.222236
5932,5932,98.866667,-0.066152,-0.232798,-0.002188,-0.970270,0.780229,0.955597,-1.222214
5933,5933,98.883333,-0.065137,-0.232316,0.000155,-0.970457,0.780311,0.955477,-1.222260
5934,5934,98.900000,-0.065968,-0.231899,-0.003313,-0.970495,0.780252,0.955624,-1.222122
5935,5935,98.916667,-0.066068,-0.232319,-0.002480,-0.970390,0.780298,0.955590,-1.222166
5936,5936,98.933333,-0.065626,-0.232654,-0.002555,-0.970340,0.780228,0.955637,-1.222218
5937,5937,98.950000,-0.068053,-0.234012,-0.001647,-0.969848,0.780140,0.955739,-1.222045
5938,5938,98.966667,-0.068071,-0.234036,-0.001713,-0.969840,0.780188,0.955709,-1.222033
5939,5939,98.983333,-0.068635,-0.234327,-0.001505,-0.969731,0.780168,0.955700,-1.222049
5940,5940,99.000000,-0.068098,-0.234285,-0.001693,-0.969779,0.780107,0.955705,-1.222046
5941,5941,99.016667,-0.067907,-0.233566,0.000004,-0.969967,0.780275,0.955624,-1.221989
5942,5942,99.033333,-0.068572,-0.234264,-0.001592,-0.969750,0.780190,0.955721,-1.221997
5943,5943,99.050000,-0.070149,-0.234561,-0.001013,-0.969566,0.780093,0.955792,-1.222046
5944,5944,99.066667,-0.068464,-0.234081,-0.001668,-0.969802,0.780139,0.955703,-1.222006
5945,5945,99.083333,-0.068685,-0.233935,-0.001312,-0.969822,0.780222,0.955668,-1.221980
5946,5946,99.100000,-0.070019,-0.234582,-0.000880,-0.969571,0.780133,0.955770,-1.222030
5947,5947,99.116667,-0.068479,-0.234082,-0.001653,-0.969801,0.780105,0.955703,-1.222015
5948,5948,99.133333,-0.068627,-0.233869,-0.001387,-0.969842,0.780164,0.955686,-1.221965
5949,5949,99.150000,-0.070285,-0.234655,-0.000990,-0.969534,0.780133,0.955743,-1.222018
5950,5950,99.166667,-0.065383,-0.232393,-0.003135,-0.970417,0.780157,0.955557,-1.222204
5951,5951,99.183333,-0.065174,-0.231961,-0.002705,-0.970536,0.780224,0.955571,-1.222167
5952,5952,99.200000,-0.068971,-0.234059,-0.001355,-0.969772,0.780178,0.955653,-1.221971
5953,5953,99.216667,-0.069112,-0.234380,-0.001536,-0.969684,0.780102,0.955681,-1.222010
5954,5954,99.233333,-0.065103,-0.232272,-0.003130,-0.970465,0.780117,0.955552,-1.222198
5955,5955,99.250000,-0.071329,-0.233808,-0.000404,-0.969663,0.780058,0.955809,-1.222080
5956,5956,99.266667,-0.069970,-0.234397,0.001629,-0.969618,0.779929,0.955864,-1.221904
5957,5957,99.283333,-0.068651,-0.236155,0.001271,-0.969286,0.779976,0.955900,-1.221961
5958,5958,99.300000,-0.066814,-0.234348,0.001445,-0.969853,0.780018,0.955705,-1.221892
5959,5959,99.316667,-0.069102,-0.234958,0.001061,-0.969546,0.779964,0.955845,-1.221926
5960,5960,99.333333,-0.069752,-0.234774,0.000427,-0.969544,0.779924,0.955923,-1.221984
5961,5961,99.350000,-0.065608,-0.233799,-0.001444,-0.970068,0.779960,0.955918,-1.221804
5962,5962,99.366667,-0.065333,-0.233890,0.001442,-0.970064,0.780069,0.955746,-1.221767
5963,5963,99.383333,-0.065866,-0.233755,-0.000864,-0.970062,0.780045,0.955884,-1.221825
5964,5964,99.400000,-0.066155,-0.234415,-0.001030,-0.969882,0.780122,0.956076,-1.221854
5965,5965,99.416667,-0.069156,-0.234574,0.000998,-0.969635,0.780025,0.955927,-1.221969
5966,5966,99.433333,-0.067555,-0.234023,-0.000021,-0.969881,0.780047,0.955975,-1.221859
5967,5967,99.450000,-0.069021,-0.234628,0.000975,-0.969631,0.780021,0.955926,-1.221992
5968,5968,99.466667,-0.065303,-0.233321,0.000628,-0.970204,0.780113,0.955846,-1.221841
5969,5969,99.483333,-0.065878,-0.233842,-0.000768,-0.970040,0.780087,0.955899,-1.221803
5970,5970,99.500000,-0.069309,-0.234758,0.000868,-0.969580,0.780058,0.955922,-1.221961
5971,5971,99.516667,-0.067486,-0.234148,-0.000039,-0.969856,0.780052,0.956015,-1.221863
5972,5972,99.533333,-0.065362,-0.233687,0.001612,-0.970111,0.780085,0.955774,-1.221785
5973,5973,99.550000,-0.068764,-0.235068,0.001073,-0.969543,0.780089,0.955942,-1.221957
5974,5974,99.566667,-0.067436,-0.233995,-0.000022,-0.969896,0.780039,0.956023,-1.221873
5975,5975,99.583333,-0.067454,-0.233951,-0.000021,-0.969906,0.780032,0.955992,-1.221852
5976,5976,99.600000,-0.069096,-0.234709,0.000857,-0.969607,0.780058,0.955911,-1.221933
5977,5977,99.616667,-0.067433,-0.234190,-0.000212,-0.969849,0.780065,0.956003,-1.221848
5978,5978,99.633333,-0.065698,-0.233633,-0.000709,-0.970103,0.780039,0.955918,-1.221825
5979,5979,99.650000,-0.069081,-0.234702,0.001007,-0.969609,0.780054,0.955910,-1.221934
5980,5980,99.666667,-0.069601,-0.234761,0.001105,-0.969558,0.780062,0.955866,-1.221917
5981,5981,99.683333,-0.067566,-0.234117,-0.000228,-0.969858,0.780037,0.955987,-1.221838
5982,5982,99.700000,-0.067390,-0.234135,-0.000090,-0.969866,0.780046,0.955994,-1.221835
5983,5983,99.716667,-0.067652,-0.234049,-0.000012,-0.969868,0.780046,0.955970,-1.221829
5984,5984,99.733333,-0.069128,-0.234738,0.000780,-0.969597,0.780029,0.955910,-1.221954
5985,5985,99.750000,-0.067686,-0.233957,-0.000046,-0.969888,0.780002,0.955965,-1.221843
5986,5986,99.766667,-0.067780,-0.233988,-0.000096,-0.969874,0.780013,0.955942,-1.221832
5987,5987,99.783333,-0.069323,-0.234721,0.000857,-0.969587,0.780027,0.955902,-1.221947
5988,5988,99.800000,-0.067596,-0.233976,-0.000052,-0.969890,0.780007,0.955988,-1.221863
5989,5989,99.816667,-0.067439,-0.233972,0.000002,-0.969902,0.780013,0.955976,-1.221855
5990,5990,99.833333,-0.069291,-0.234734,0.000962,-0.969586,0.780036,0.955884,-1.221951
5991,5991,99.850000,-0.069293,-0.234603,0.000872,-0.969618,0.780011,0.955914,-1.221984
5992,5992,99.866667,-0.065904,-0.233724,-0.000861,-0.970067,0.780031,0.955909,-1.221836
5993,5993,99.883333,-0.067559,-0.233981,-0.000026,-0.969891,0.780042,0.955992,-1.221857
5994,5994,99.900000,-0.067544,-0.234141,-0.000126,-0.969854,0.780074,0.955993,-1.221857
5995,5995,99.916667,-0.067460,-0.234101,-0.000215,-0.969869,0.780046,0.956005,-1.221869
5996,5996,99.933333,-0.067143,-0.233917,0.002173,-0.969933,0.780045,0.955854,-1.221830
5997,5997,99.950000,-0.069265,-0.234691,0.000948,-0.969599,0.780052,0.955932,-1.221959
5998,5998,99.966667,-0.067462,-0.233973,-0.000071,-0.969900,0.780045,0.956019,-1.221876
5999,5999,99.983333,-0.065789,-0.233756,-0.000777,-0.970067,0.780066,0.955923,-1.221822
6000,6000,100.000000,-0.067276,-0.234128,0.000187,-0.969875,0.780095,0.956008,-1.221855
6001,6001,100.016667,-0.069116,-0.234715,0.000884,-0.969603,0.780059,0.955932,-1.221979
6002,6002,100.033333,-0.065684,-0.233907,-0.000910,-0.970037,0.780086,0.955943,-1.221819
6003,6003,100.050000,-0.065329,-0.233701,0.001469,-0.970110,0.780095,0.955778,-1.221767
6004,6004,100.066667,-0.069234,-0.234711,0.000989,-0.969596,0.780069,0.955919,-1.221951
6005,6005,100.083333,-0.067551,-0.233975,-0.000055,-0.969893,0.780032,0.955986,-1.221872
6006,6006,100.100000,-0.065892,-0.233728,-0.000756,-0.970066,0.780050,0.955891,-1.221821
6007,6007,100.116667,-0.067470,-0.234176,-0.000092,-0.969850,0.780081,0.955994,-1.221839
6008,6008,100.133333,-0.069198,-0.234700,0.000913,-0.969601,0.780050,0.955935,-1.221971
6009,6009,100.150000,-0.067393,-0.234109,-0.000096,-0.969872,0.780060,0.956002,-1.221854
6010,6010,100.166667,-0.067112,-0.233750,0.002317,-0.969975,0.780103,0.955813,-1.221782
6011,6011,100.183333,-0.069167,-0.234727,0.000855,-0.969597,0.780042,0.955900,-1.221960
6012,6012,100.200000,-0.069168,-0.234699,0.000955,-0.969604,0.780025,0.955928,-1.221969
6013,6013,100.216667,-0.066030,-0.233772,-0.000686,-0.970047,0.780055,0.955888,-1.221795
6014,6014,100.233333,-0.069276,-0.234734,0.000835,-0.969588,0.780047,0.955886,-1.221936
6015,6015,100.250000,-0.067710,-0.234150,-0.000142,-0.969840,0.780048,0.955950,-1.221858
6016,6016,100.266667,-0.067567,-0.233970,-0.000114,-0.969893,0.780013,0.955964,-1.221858
6017,6017,100.283333,-0.069213,-0.234716,0.000919,-0.969596,0.780045,0.955902,-1.221932
6018,6018,100.300000,-0.069361,-0.234741,0.000965,-0.969580,0.780040,0.955911,-1.221950
6019,6019,100.316667,-0.069182,-0.234614,0.000818,-0.969623,0.780010,0.955914,-1.221965
6020,6020,100.333333,-0.067592,-0.234172,-0.000107,-0.969843,0.780053,0.955961,-1.221830
6021,6021,100.350000,-0.067707,-0.234167,-0.000194,-0.969836,0.780068,0.955948,-1.221831
6022,6022,100.366667,-0.069204,-0.234875,0.000817,-0.969559,0.780052,0.955918,-1.221960
6023,6023,100.383333,-0.065881,-0.233711,-0.000798,-0.970071,0.780038,0.955894,-1.221812
6024,6024,100.400000,-0.067516,-0.234182,-0.000089,-0.969846,0.780063,0.955962,-1.221835
6025,6025,100.416667,-0.069375,-0.234713,0.000840,-0.969586,0.780035,0.955902,-1.221963
6026,6026,100.433333,-0.067534,-0.233973,-0.000052,-0.969895,0.780018,0.955983,-1.221871
6027,6027,100.450000,-0.067567,-0.234027,0.000018,-0.969879,0.780044,0.955980,-1.221837
6028,6028,100.466667,-0.069148,-0.234872,0.000837,-0.969563,0.780073,0.955922,-1.221944
6029,6029,100.483333,-0.067468,-0.234080,-0.000144,-0.969873,0.780046,0.956008,-1.221867
6030,6030,100.500000,-0.069083,-0.234821,0.000813,-0.969580,0.780046,0.955927,-1.221952
6031,6031,100.516667,-0.069086,-0.235126,0.001073,-0.969506,0.780084,0.955918,-1.221933
6032,6032,100.533333,-0.067461,-0.234150,-0.000087,-0.969857,0.780067,0.955984,-1.221860
6033,6033,100.550000,-0.066756,-0.234487,0.002419,-0.969822,0.780087,0.955706,-1.221907
6034,6034,100.566667,-0.066871,-0.234461,0.002286,-0.969820,0.780122,0.955860,-1.221809
6035,6035,100.583333,-0.067726,-0.234188,-0.000137,-0.969829,0.780077,0.955979,-1.221853
6036,6036,100.600000,-0.067592,-0.233941,-0.000145,-0.969898,0.780031,0.956007,-1.221875
6037,6037,100.616667,-0.065678,-0.233907,-0.000872,-0.970038,0.780092,0.955920,-1.221814
6038,6038,100.633333,-0.067200,-0.234180,-0.000096,-0.969868,0.780092,0.956003,-1.221863
6039,6039,100.650000,-0.067471,-0.233929,-0.000061,-0.969910,0.780033,0.956018,-1.221891
6040,6040,100.666667,-0.067638,-0.234332,0.000173,-0.969801,0.780053,0.955857,-1.221931
6041,6041,100.683333,-0.067747,-0.234028,-0.000032,-0.969867,0.780061,0.955972,-1.221844
6042,6042,100.700000,-0.069248,-0.234875,0.000837,-0.969555,0.780087,0.955927,-1.221950
6043,6043,100.716667,-0.067338,-0.234064,-0.000084,-0.969887,0.780052,0.956006,-1.221874
6044,6044,100.733333,-0.065309,-0.233620,0.001434,-0.970131,0.780070,0.955747,-1.221787
6045,6045,100.750000,-0.069187,-0.234718,0.000826,-0.969598,0.780048,0.955915,-1.221959
6046,6046,100.766667,-0.069243,-0.234634,0.000879,-0.969614,0.780029,0.955936,-1.221974
6047,6047,100.783333,-0.068870,-0.234773,0.000917,-0.969607,0.780058,0.955934,-1.221964
6048,6048,100.800000,-0.067308,-0.234210,-0.000165,-0.969853,0.780075,0.955971,-1.221861
6049,6049,100.816667,-0.069201,-0.234717,0.000858,-0.969597,0.780026,0.955907,-1.221990
6050,6050,100.833333,-0.069117,-0.234646,0.000800,-0.969620,0.780016,0.955909,-1.221975
6051,6051,100.850000,-0.067678,-0.233978,0.000096,-0.969884,0.780039,0.955951,-1.221840
6052,6052,100.866667,-0.069205,-0.234722,0.000898,-0.969595,0.780043,0.955886,-1.221943
6053,6053,100.883333,-0.067507,-0.233988,-0.000159,-0.969893,0.780009,0.955963,-1.221865
6054,6054,100.900000,-0.065928,-0.233653,-0.000752,-0.970082,0.780030,0.955862,-1.221821
6055,6055,100.916667,-0.068936,-0.235077,0.001055,-0.969529,0.780081,0.955878,-1.221931
6056,6056,100.933333,-0.067776,-0.234186,-0.000164,-0.969826,0.780071,0.955952,-1.221825
6057,6057,100.950000,-0.067555,-0.233940,0.000012,-0.969901,0.780017,0.955971,-1.221859
6058,6058,100.966667,-0.066896,-0.234261,0.002355,-0.969867,0.780094,0.955839,-1.221802
6059,6059,100.983333,-0.069068,-0.234688,0.000875,-0.969614,0.780045,0.955895,-1.221954
6060,6060,101.000000,-0.069263,-0.234674,0.000903,-0.969603,0.780038,0.955925,-1.221962
6061,6061,101.016667,-0.067439,-0.233968,-0.000106,-0.969902,0.780047,0.955971,-1.221843
6062,6062,101.033333,-0.069211,-0.234655,0.000881,-0.969611,0.780068,0.955895,-1.221933
6063,6063,101.050000,-0.069114,-0.234655,0.000846,-0.969618,0.780045,0.955939,-1.221964
6064,6064,101.066667,-0.065802,-0.233721,-0.000815,-0.970074,0.780066,0.955930,-1.221817
6065,6065,101.083333,-0.067556,-0.234043,-0.000004,-0.969876,0.780081,0.955988,-1.221828
6066,6066,101.100000,-0.067406,-0.234154,-0.000137,-0.969860,0.780114,0.955992,-1.221834
6067,6067,101.116667,-0.067500,-0.233979,-0.000069,-0.969896,0.780059,0.956028,-1.221857
6068,6068,101.133333,-0.065802,-0.233901,-0.000734,-0.970031,0.780130,0.955946,-1.221796
6069,6069,101.150000,-0.067237,-0.233601,0.002435,-0.970002,0.780128,0.955850,-1.221789
6070,6070,101.166667,-0.069242,-0.234732,0.000851,-0.969590,0.780076,0.955950,-1.221961
6071,6071,101.183333,-0.069035,-0.234689,0.000896,-0.969616,0.780066,0.955957,-1.221962
6072,6072,101.200000,-0.067416,-0.234000,0.000046,-0.969896,0.780093,0.956010,-1.221850
6073,6073,101.216667,-0.069247,-0.234699,0.001043,-0.969598,0.780069,0.955956,-1.221969
6074,6074,101.233333,-0.065841,-0.233882,-0.000858,-0.970033,0.780100,0.955957,-1.221825
6075,6075,101.250000,-0.069201,-0.234718,0.001023,-0.969597,0.780088,0.955939,-1.221941
6076,6076,101.266667,-0.069293,-0.234775,0.000936,-0.969576,0.780102,0.955915,-1.221953
6077,6077,101.283333,-0.067470,-0.234174,-0.000153,-0.969851,0.780085,0.956005,-1.221878
6078,6078,101.300000,-0.065504,-0.233593,0.001553,-0.970124,0.780088,0.955779,-1.221795
6079,6079,101.316667,-0.066139,-0.233875,-0.000678,-0.970014,0.780084,0.955894,-1.221807
6080,6080,101.333333,-0.069141,-0.234815,0.000804,-0.969578,0.780073,0.955913,-1.221961
6081,6081,101.350000,-0.067600,-0.233956,0.000085,-0.969894,0.780031,0.955946,-1.221860
6082,6082,101.366667,-0.068894,-0.234670,0.000916,-0.969630,0.780049,0.955880,-1.221966
6083,6083,101.383333,-0.069325,-0.234731,0.000954,-0.969585,0.780041,0.955871,-1.221967
6084,6084,101.400000,-0.067500,-0.234067,-0.000178,-0.969874,0.780042,0.955974,-1.221865
6085,6085,101.416667,-0.067897,-0.234520,0.000319,-0.969737,0.780058,0.955800,-1.221890
6086,6086,101.433333,-0.067645,-0.234203,-0.000070,-0.969832,0.780075,0.955927,-1.221835
6087,6087,101.450000,-0.069244,-0.234946,0.000801,-0.969539,0.780063,0.955867,-1.221953
6088,6088,101.466667,-0.065380,-0.233727,0.001459,-0.970101,0.780100,0.955733,-1.221775
6089,6089,101.483333,-0.069067,-0.234400,0.003561,-0.969677,0.780098,0.955710,-1.221865
6090,6090,101.500000,-0.069362,-0.234933,0.000842,-0.969533,0.780087,0.955907,-1.221934
6091,6091,101.516667,-0.069076,-0.234775,0.000831,-0.969592,0.780011,0.955874,-1.222027
6092,6092,101.533333,-0.067426,-0.234021,0.000100,-0.969891,0.780012,0.955976,-1.221923
6093,6093,101.550000,-0.069100,-0.235091,0.000628,-0.969514,0.780040,0.955900,-1.222004
6094,6094,101.566667,-0.066486,-0.233931,0.002511,-0.969974,0.780081,0.955814,-1.221906
6095,6095,101.583333,-0.069465,-0.235066,0.000801,-0.969494,0.780012,0.955910,-1.221993
6096,6096,101.600000,-0.066747,-0.233963,0.002662,-0.969948,0.780112,0.955819,-1.221855
6097,6097,101.616667,-0.066313,-0.234538,-0.001091,-0.969842,0.780151,0.956048,-1.221861
6098,6098,101.633333,-0.067884,-0.234511,0.003794,-0.969733,0.780054,0.955793,-1.222031
6099,6099,101.650000,-0.065429,-0.234118,0.000684,-0.970004,0.780239,0.956013,-1.221874
6100,6100,101.666667,-0.066639,-0.233838,0.002738,-0.969985,0.780080,0.955850,-1.221892
6101,6101,101.683333,-0.065805,-0.234318,-0.001312,-0.969929,0.780105,0.956095,-1.221915
6102,6102,101.700000,-0.066635,-0.233806,0.002794,-0.969993,0.780065,0.955865,-1.221916
6103,6103,101.716667,-0.069207,-0.235136,0.000714,-0.969495,0.780057,0.955934,-1.222004
6104,6104,101.733333,-0.067939,-0.234491,0.003777,-0.969734,0.780062,0.955791,-1.222031
6105,6105,101.750000,-0.065541,-0.234533,-0.001490,-0.969895,0.780121,0.956146,-1.221906
6106,6106,101.766667,-0.066385,-0.234247,0.002826,-0.969904,0.780123,0.955891,-1.221892
6107,6107,101.783333,-0.069296,-0.234981,0.000622,-0.969526,0.780029,0.955938,-1.222031
6108,6108,101.800000,-0.064988,-0.234170,0.001767,-0.970020,0.780165,0.955938,-1.221917
6109,6109,101.816667,-0.064897,-0.234267,0.001908,-0.970002,0.780180,0.955926,-1.221882
6110,6110,101.833333,-0.066457,-0.233929,0.002636,-0.969976,0.780102,0.955846,-1.221889
6111,6111,101.850000,-0.069276,-0.234812,0.000783,-0.969569,0.780002,0.955914,-1.222025
6112,6112,101.866667,-0.066359,-0.233844,0.002619,-0.970003,0.780047,0.955856,-1.221939
6113,6113,101.883333,-0.068503,-0.234836,0.003985,-0.969610,0.780083,0.955741,-1.221988
6114,6114,101.900000,-0.066219,-0.233902,0.002652,-0.969999,0.780086,0.955846,-1.221910
6115,6115,101.916667,-0.068581,-0.234387,0.003047,-0.969717,0.780090,0.955821,-1.222035
6116,6116,101.933333,-0.066459,-0.233751,0.002797,-0.970018,0.780046,0.955822,-1.221913
6117,6117,101.950000,-0.069174,-0.234963,0.000702,-0.969539,0.780026,0.955889,-1.222006
6118,6118,101.966667,-0.068160,-0.234433,0.003628,-0.969733,0.780051,0.955744,-1.222020
6119,6119,101.983333,-0.065351,-0.233968,0.000733,-0.970045,0.780206,0.955994,-1.221902
6120,6120,102.000000,-0.066293,-0.234277,0.002733,-0.969903,0.780120,0.955860,-1.221877
