Frame,Time_Seconds,camera_Rotation_X,camera_Rotation_Y,camera_Rotation_Z,camera_Rotation_W,camera_Position_X,camera_Position_Y,camera_Position_Z
619,10.316667,-0.113957,-0.604769,-0.065023,0.785520,-0.292717,1.275717,0.171507
620,10.333333,-0.112901,-0.616022,-0.064592,0.776916,-0.298203,1.275077,0.162654
621,10.350000,-0.113495,-0.627664,-0.065078,0.767412,-0.303430,1.274388,0.153694
622,10.366667,-0.103003,-0.641962,-0.066646,0.756857,-0.307914,1.274271,0.145223
623,10.383333,-0.103491,-0.652092,-0.067741,0.747982,-0.312393,1.273617,0.136375
624,10.400000,-0.102868,-0.660565,-0.069180,0.740464,-0.316496,1.272866,0.127377
625,10.416667,-0.102032,-0.669116,-0.070625,0.732725,-0.320363,1.272264,0.118655
626,10.433333,-0.100770,-0.677873,-0.072383,0.724634,-0.323908,1.271372,0.109801
627,10.450000,-0.100469,-0.687580,-0.074172,0.715288,-0.327193,1.270680,0.101238
628,10.466667,-0.098975,-0.696026,-0.072882,0.707418,-0.330177,1.270275,0.092487
629,10.483333,-0.099849,-0.704019,-0.074848,0.699131,-0.332636,1.269656,0.084050
630,10.500000,-0.098590,-0.711435,-0.071888,0.692079,-0.334939,1.269371,0.075152
631,10.516667,-0.096414,-0.719795,-0.072596,0.683615,-0.336775,1.269011,0.066827
632,10.533333,-0.093812,-0.729905,-0.079116,0.672442,-0.338325,1.268193,0.059010
633,10.550000,-0.093045,-0.737415,-0.080633,0.664124,-0.339638,1.267781,0.051024
634,10.566667,-0.090742,-0.745239,-0.081167,0.655589,-0.340865,1.267298,0.043057
635,10.583333,-0.088610,-0.753707,-0.082987,0.645900,-0.341752,1.266752,0.035282
636,10.600000,-0.085849,-0.760307,-0.084073,0.638353,-0.342590,1.266180,0.027422
637,10.616667,-0.084772,-0.768033,-0.084952,0.629065,-0.343143,1.265580,0.020011
638,10.633333,-0.082568,-0.776030,-0.084167,0.619578,-0.343349,1.264798,0.012575
639,10.650000,-0.082385,-0.781860,-0.076831,0.613192,-0.343020,1.264469,0.004839
640,10.666667,-0.078675,-0.791357,-0.081309,0.600793,-0.343085,1.263494,-0.001852
641,10.683333,-0.079263,-0.798353,-0.081724,0.591330,-0.342699,1.262609,-0.008466
642,10.700000,-0.075993,-0.805479,-0.082548,0.581905,-0.342041,1.261959,-0.014991
643,10.716667,-0.071290,-0.813098,-0.083728,0.571647,-0.340991,1.261489,-0.021093
644,10.733333,-0.073603,-0.819148,-0.083885,0.562621,-0.339702,1.260686,-0.027136
645,10.750000,-0.073922,-0.827888,-0.085307,0.549418,-0.338074,1.260218,-0.032693
646,10.766667,-0.071083,-0.832651,-0.087986,0.542124,-0.336586,1.259809,-0.038476
647,10.783333,-0.070922,-0.838094,-0.087597,0.533756,-0.334927,1.259172,-0.044052
648,10.800000,-0.070725,-0.843630,-0.088696,0.524805,-0.333155,1.258790,-0.049282
649,10.816667,-0.066866,-0.849504,-0.089938,0.515541,-0.331462,1.258232,-0.054204
650,10.833333,-0.062528,-0.857037,-0.088751,0.503688,-0.329528,1.257796,-0.058568
651,10.850000,-0.062822,-0.860698,-0.090219,0.497104,-0.327583,1.257353,-0.063661
652,10.866667,-0.063550,-0.865799,-0.090989,0.487928,-0.325314,1.257138,-0.068280
653,10.883333,-0.049564,-0.874493,-0.089254,0.474172,-0.323005,1.257410,-0.072165
654,10.900000,-0.052765,-0.877484,-0.093666,0.467402,-0.320217,1.257130,-0.076785
655,10.916667,-0.050529,-0.883071,-0.096466,0.456429,-0.318152,1.257098,-0.080293
656,10.933333,-0.047476,-0.889649,-0.097624,0.443554,-0.315173,1.256913,-0.084660
657,10.950000,-0.052982,-0.892830,-0.100180,0.435903,-0.312496,1.256729,-0.089169
658,10.966667,-0.049496,-0.900141,-0.094168,0.422407,-0.310317,1.257304,-0.093615
659,10.983333,-0.050470,-0.904198,-0.098902,0.412428,-0.306742,1.256680,-0.096933
660,11.000000,-0.039910,-0.908781,-0.097670,0.403714,-0.303403,1.257299,-0.100863
661,11.016667,-0.034349,-0.914316,-0.096633,0.391802,-0.300185,1.257768,-0.104133
662,11.033333,-0.039774,-0.917341,-0.098248,0.383732,-0.296731,1.257910,-0.107619
663,11.050000,-0.040433,-0.921371,-0.100157,0.373377,-0.293163,1.258464,-0.110757
664,11.066667,-0.040090,-0.925002,-0.098703,0.364723,-0.289731,1.259238,-0.113619
665,11.083333,-0.039294,-0.927863,-0.102301,0.356456,-0.286097,1.259684,-0.116470
666,11.100000,-0.034586,-0.935357,-0.099511,0.337652,-0.283482,1.260380,-0.118535
667,11.116667,,,,,,,
668,11.133333,-0.009957,-0.937519,-0.114544,0.328388,-0.275278,1.258243,-0.126335
669,11.150000,-0.030294,-0.943232,-0.101192,0.314891,-0.272938,1.260277,-0.127078
670,11.166667,-0.035075,-0.944109,-0.101617,0.311612,-0.269087,1.259705,-0.130186
671,11.183333,-0.026707,-0.947468,-0.099194,0.302905,-0.265942,1.260062,-0.132542
672,11.200000,-0.032185,-0.949547,-0.098567,0.295990,-0.262051,1.259671,-0.135185
673,11.216667,-0.024462,-0.954479,-0.094776,0.281762,-0.258591,1.259872,-0.137093
674,11.233333,-0.029719,-0.955029,-0.097840,0.278324,-0.254419,1.259712,-0.139772
675,11.250000,-0.029825,-0.957440,-0.099015,0.269473,-0.250093,1.259760,-0.142085
676,11.266667,-0.022402,-0.961300,-0.096643,0.257024,-0.246369,1.260151,-0.143785
677,11.283333,-0.027163,-0.962766,-0.099714,0.249801,-0.241825,1.259980,-0.146300
678,11.300000,-0.033397,-0.966729,-0.102088,0.232158,-0.237012,1.260798,-0.149137
679,11.316667,-0.024127,-0.968083,-0.099198,0.228894,-0.232963,1.260205,-0.150751
680,11.333333,-0.021743,-0.969254,-0.099202,0.224129,-0.228631,1.260063,-0.152787
681,11.350000,-0.022241,-0.970917,-0.099664,0.216547,-0.224087,1.259874,-0.155172
682,11.366667,-0.019750,-0.973336,-0.099914,0.205533,-0.219666,1.259790,-0.157437
683,11.383333,-0.018528,-0.975157,-0.099336,0.197123,-0.214948,1.259788,-0.159888
684,11.400000,-0.017760,-0.977143,-0.099743,0.186892,-0.210195,1.259646,-0.162269
685,11.416667,-0.020200,-0.978563,-0.097657,0.180193,-0.205034,1.259679,-0.164823
686,11.433333,-0.016261,-0.980094,-0.096068,0.172984,-0.200091,1.259588,-0.167336
687,11.450000,-0.015831,-0.981394,-0.095904,0.165584,-0.194983,1.259716,-0.169805
688,11.466667,-0.015353,-0.982589,-0.096629,0.157944,-0.189813,1.259940,-0.172158
689,11.483333,-0.014258,-0.984021,-0.098875,0.147386,-0.184393,1.259938,-0.174589
690,11.500000,-0.013836,-0.985024,-0.098778,0.140636,-0.178808,1.260231,-0.177263
691,11.516667,-0.014881,-0.986106,-0.099368,0.132289,-0.173067,1.260339,-0.180142
692,11.533333,-0.014651,-0.987126,-0.100107,0.123875,-0.167278,1.260507,-0.182949
693,11.550000,-0.014056,-0.988214,-0.101021,0.114154,-0.161260,1.260569,-0.185940
694,11.566667,-0.013696,-0.988848,-0.102982,0.106709,-0.155210,1.260677,-0.189067
695,11.583333,-0.014192,-0.989655,-0.103714,0.098105,-0.148947,1.260679,-0.192117
696,11.600000,-0.011772,-0.990300,-0.103797,0.091612,-0.142836,1.260645,-0.195409
697,11.616667,-0.014371,-0.990905,-0.104317,0.083773,-0.136245,1.260834,-0.198759
698,11.633333,-0.014162,-0.991602,-0.104610,0.074706,-0.129975,1.260814,-0.202213
699,11.650000,-0.012071,-0.991926,-0.106937,0.067101,-0.123632,1.260755,-0.205754
700,11.666667,-0.012442,-0.992317,-0.108109,0.058854,-0.116903,1.260869,-0.209324
701,11.683333,-0.011041,-0.992599,-0.109749,0.050796,-0.110332,1.261057,-0.212924
702,11.700000,-0.010969,-0.992738,-0.112035,0.042420,-0.103437,1.261278,-0.216456
703,11.716667,-0.010047,-0.992666,-0.115493,0.034273,-0.096463,1.261514,-0.220134
704,11.733333,-0.008908,-0.992671,-0.117828,0.025324,-0.089417,1.261845,-0.223950
705,11.750000,-0.007837,-0.992745,-0.118730,0.017268,-0.082356,1.262190,-0.227715
706,11.766667,-0.006223,-0.992767,-0.119441,0.010402,-0.074903,1.262310,-0.231384
707,11.783333,-0.004696,-0.992871,-0.118998,0.004996,-0.067602,1.262712,-0.234935
708,11.800000,-0.001554,-0.993108,-0.117154,-0.002877,-0.060118,1.263036,-0.238344
709,11.816667,-0.002752,-0.992948,-0.117934,-0.011774,-0.052815,1.263676,-0.241536
710,11.833333,0.005273,-0.992904,-0.116608,-0.022711,-0.045685,1.264244,-0.244808
711,11.850000,0.003341,-0.992286,-0.119520,-0.032762,-0.037661,1.264597,-0.247434
712,11.866667,0.003618,-0.991926,-0.119915,-0.041102,-0.030062,1.265042,-0.250053
713,11.883333,0.005047,-0.991325,-0.120362,-0.052558,-0.022461,1.265391,-0.252853
714,11.900000,0.008721,-0.990900,-0.119081,-0.062134,-0.015129,1.265948,-0.255603
715,11.916667,0.008956,-0.990372,-0.118755,-0.070569,-0.007615,1.266338,-0.258054
716,11.933333,0.003677,-0.989162,-0.121745,-0.081997,-0.000439,1.266344,-0.260773
717,11.950000,0.000155,-0.987584,-0.124921,-0.095246,0.006523,1.266604,-0.263298
718,11.966667,0.005962,-0.987234,-0.127600,-0.095146,0.014533,1.266259,-0.264664
719,11.983333,0.004456,-0.986476,-0.128232,-0.101992,0.021983,1.266559,-0.266582
720,12.000000,0.010054,-0.985902,-0.123759,-0.112162,0.028987,1.266880,-0.268872
721,12.016667,0.008854,-0.984594,-0.128701,-0.118039,0.036239,1.266391,-0.270367
722,12.033333,0.009022,-0.983168,-0.129848,-0.128214,0.043402,1.266518,-0.271820
723,12.050000,0.017337,-0.982044,-0.124949,-0.140271,0.050012,1.267074,-0.273482
724,12.066667,0.018650,-0.980492,-0.126305,-0.149445,0.057073,1.267336,-0.274411
725,12.083333,0.017026,-0.979113,-0.127136,-0.157745,0.064062,1.267583,-0.275218
726,12.100000,0.019865,-0.977504,-0.126937,-0.167268,0.070855,1.267826,-0.275807
727,12.116667,0.018695,-0.976196,-0.127246,-0.174645,0.077701,1.267916,-0.276258
728,12.133333,0.020936,-0.974372,-0.127358,-0.184230,0.084336,1.268165,-0.276703
729,12.150000,0.020126,-0.972635,-0.127806,-0.192980,0.090889,1.268311,-0.276714
730,12.166667,0.021089,-0.970687,-0.127411,-0.202704,0.097394,1.268593,-0.276640
731,12.183333,0.021070,-0.968738,-0.126672,-0.212268,0.103790,1.268930,-0.276192
732,12.200000,0.021582,-0.966493,-0.125115,-0.223098,0.110338,1.269226,-0.275543
733,12.216667,0.023274,-0.964015,-0.126953,-0.232412,0.116394,1.269689,-0.274848
734,12.233333,0.023115,-0.961988,-0.126224,-0.241065,0.122529,1.269902,-0.273967
735,12.250000,0.024472,-0.959593,-0.126129,-0.250349,0.128392,1.270354,-0.273206
736,12.266667,0.022943,-0.956818,-0.126779,-0.260578,0.134325,1.270312,-0.272190
737,12.283333,0.023933,-0.954232,-0.124642,-0.270802,0.140137,1.270327,-0.271194
738,12.300000,0.024140,-0.951551,-0.122507,-0.280997,0.145985,1.270237,-0.270208
739,12.316667,0.024424,-0.948693,-0.121585,-0.290865,0.151693,1.270124,-0.269067
740,12.333333,0.024287,-0.945726,-0.120325,-0.300891,0.157321,1.270136,-0.267706
741,12.350000,0.024959,-0.942423,-0.119863,-0.311205,0.162920,1.270110,-0.266263
742,12.366667,0.028180,-0.937941,-0.119997,-0.324151,0.168328,1.270171,-0.264907
743,12.383333,0.028534,-0.934825,-0.119587,-0.333148,0.173593,1.270053,-0.263365
744,12.400000,0.029095,-0.930464,-0.120097,-0.344916,0.178774,1.270224,-0.261526
745,12.416667,0.030905,-0.926378,-0.119741,-0.355710,0.184086,1.270189,-0.259647
746,12.433333,0.033242,-0.921382,-0.120545,-0.367993,0.189076,1.270020,-0.257898
747,12.450000,0.036058,-0.917173,-0.120001,-0.378276,0.194013,1.269821,-0.256039
748,12.466667,0.037168,-0.913012,-0.120047,-0.388093,0.198905,1.269750,-0.254087
749,12.483333,0.038667,-0.908313,-0.119881,-0.398875,0.203733,1.269529,-0.252133
750,12.500000,0.039792,-0.904097,-0.116039,-0.409342,0.208627,1.269412,-0.249966
751,12.516667,0.041738,-0.899284,-0.116858,-0.419392,0.213358,1.269142,-0.247805
752,12.533333,0.040881,-0.894208,-0.116169,-0.430378,0.218003,1.269097,-0.245657
753,12.550000,0.043780,-0.889195,-0.113450,-0.441072,0.222661,1.269130,-0.243162
754,12.566667,0.046238,-0.883459,-0.112524,-0.452439,0.227188,1.269053,-0.240523
755,12.583333,0.047412,-0.876920,-0.113794,-0.464559,0.231463,1.269043,-0.238046
756,12.600000,0.048071,-0.871352,-0.111800,-0.475326,0.235921,1.269155,-0.235365
757,12.616667,0.049172,-0.864332,-0.112208,-0.487772,0.240292,1.269323,-0.232286
758,12.633333,0.052107,-0.858027,-0.111863,-0.498559,0.244419,1.269363,-0.229540
759,12.650000,0.052250,-0.851355,-0.110395,-0.510175,0.248771,1.269754,-0.226365
760,12.666667,0.051561,-0.844331,-0.111531,-0.521543,0.252514,1.270221,-0.223302
761,12.683333,0.054658,-0.835009,-0.110308,-0.536288,0.256449,1.270416,-0.220195
762,12.700000,0.055038,-0.827474,-0.106964,-0.548467,0.260081,1.270888,-0.217016
763,12.716667,0.055244,-0.818573,-0.106359,-0.561759,0.263761,1.271101,-0.213791
764,12.733333,0.055101,-0.810612,-0.104330,-0.573574,0.267275,1.271414,-0.210448
765,12.750000,0.058878,-0.801928,-0.103239,-0.585480,0.270333,1.271939,-0.207074
766,12.766667,0.057859,-0.792893,-0.101101,-0.598123,0.273074,1.272208,-0.203465
767,12.783333,0.060341,-0.783882,-0.103112,-0.609308,0.275799,1.272796,-0.199531
768,12.800000,0.061934,-0.773978,-0.102405,-0.621801,0.278165,1.272805,-0.195549
769,12.816667,0.064471,-0.764486,-0.100359,-0.633508,0.280560,1.272827,-0.191867
770,12.833333,0.065795,-0.753147,-0.100696,-0.646762,0.282652,1.273058,-0.187252
771,12.850000,0.064609,-0.746563,-0.097549,-0.654945,0.285030,1.273075,-0.183438
772,12.866667,0.067020,-0.737150,-0.095538,-0.665576,0.287164,1.273218,-0.179092
773,12.883333,0.066519,-0.729591,-0.099634,-0.673309,0.288759,1.273106,-0.174738
774,12.900000,0.064256,-0.720735,-0.095236,-0.683624,0.290102,1.273499,-0.169831
775,12.916667,0.070691,-0.708418,-0.094749,-0.695823,0.291430,1.273187,-0.165450
776,12.933333,0.069134,-0.700403,-0.092262,-0.704375,0.292195,1.273705,-0.160458
777,12.950000,0.072686,-0.686952,-0.096980,-0.716525,0.293030,1.273669,-0.155784
778,12.966667,0.069472,-0.679057,-0.095604,-0.724510,0.293373,1.273973,-0.150427
779,12.983333,0.075765,-0.666806,-0.090330,-0.735846,0.293489,1.273652,-0.145602
780,13.000000,0.070946,-0.656860,-0.091294,-0.745096,0.293560,1.273987,-0.139938
781,13.016667,0.073701,-0.644894,-0.087352,-0.755678,0.293397,1.273825,-0.134524
782,13.033333,0.075549,-0.631592,-0.090528,-0.766282,0.292857,1.273988,-0.129007
783,13.050000,0.076534,-0.618951,-0.083347,-0.777236,0.292569,1.274147,-0.123672
784,13.066667,0.077174,-0.607757,-0.083796,-0.785909,0.291417,1.274251,-0.117374
785,13.083333,0.076515,-0.598743,-0.083075,-0.792938,0.290098,1.273997,-0.110882
786,13.100000,0.077709,-0.586677,-0.074870,-0.802599,0.288834,1.274205,-0.104845
787,13.116667,0.077569,-0.577269,-0.078708,-0.809042,0.287088,1.274145,-0.098022
788,13.133333,0.078426,-0.566649,-0.077944,-0.816507,0.285260,1.274269,-0.091533
789,13.150000,0.079595,-0.553565,-0.069603,-0.826067,0.282996,1.274593,-0.085143
790,13.166667,0.081778,-0.542301,-0.067608,-0.833458,0.280601,1.274778,-0.078323
791,13.183333,0.082063,-0.532057,-0.065099,-0.840205,0.278076,1.274892,-0.071503
792,13.200000,0.083343,-0.524003,-0.068847,-0.844828,0.275318,1.274947,-0.064293
793,13.216667,0.084721,-0.510427,-0.063871,-0.853351,0.272669,1.275268,-0.057800
794,13.233333,0.085630,-0.500538,-0.061919,-0.859241,0.269549,1.275506,-0.050761
795,13.250000,0.080580,-0.492919,-0.065066,-0.863889,0.266048,1.275905,-0.043477
796,13.266667,0.089929,-0.483217,-0.068511,-0.868171,0.262991,1.275457,-0.035955
797,13.283333,0.090962,-0.469077,-0.058990,-0.876478,0.259665,1.275919,-0.029303
798,13.300000,0.096308,-0.459304,-0.063060,-0.880789,0.255910,1.275851,-0.021466
799,13.316667,0.096047,-0.446902,-0.055784,-0.887661,0.252094,1.276254,-0.014657
800,13.333333,0.095327,-0.439758,-0.064280,-0.890726,0.248104,1.275848,-0.007001
801,13.350000,0.101971,-0.429992,-0.064488,-0.894734,0.244127,1.275848,0.000745
802,13.366667,0.092487,-0.415310,-0.055172,-0.903283,0.240192,1.276668,0.007444
803,13.383333,0.099324,-0.410920,-0.060289,-0.904237,0.235484,1.275912,0.015365
804,13.400000,0.103726,-0.397241,-0.057466,-0.910021,0.231490,1.275689,0.022617
805,13.416667,0.100057,-0.383981,-0.053722,-0.916330,0.227135,1.276067,0.029724
806,13.433333,0.097468,-0.377251,-0.055130,-0.919316,0.222404,1.275869,0.037136
807,13.450000,0.099981,-0.361013,-0.047933,-0.925946,0.217976,1.275713,0.043833
808,13.466667,0.102034,-0.355511,-0.055666,-0.927417,0.213031,1.275112,0.051831
809,13.483333,0.103931,-0.345487,-0.055079,-0.931023,0.208261,1.274859,0.059184
810,13.500000,0.104939,-0.336999,-0.051597,-0.934215,0.203206,1.274553,0.066678
811,13.516667,0.101478,-0.325911,-0.052486,-0.938472,0.198328,1.274693,0.073679
812,13.533333,0.104443,-0.316846,-0.049055,-0.941432,0.192946,1.274200,0.080958
813,13.550000,0.102236,-0.304976,-0.050611,-0.945503,0.187502,1.274403,0.088051
814,13.566667,0.104867,-0.295694,-0.049255,-0.948231,0.182058,1.274291,0.094814
815,13.583333,0.099533,-0.277907,-0.036898,-0.954725,0.176948,1.275021,0.100395
816,13.600000,0.104908,-0.268052,-0.032715,-0.957117,0.171233,1.274581,0.107483
817,13.616667,0.105177,-0.259644,-0.029489,-0.959507,0.165483,1.274389,0.114073
818,13.633333,0.107993,-0.247668,-0.034299,-0.962196,0.159978,1.274122,0.120644
819,13.650000,0.108662,-0.238447,-0.032154,-0.964521,0.154095,1.273925,0.127099
820,13.666667,0.107939,-0.228759,-0.030322,-0.967005,0.148310,1.273724,0.133326
821,13.683333,0.110225,-0.220232,-0.029135,-0.968762,0.142235,1.273662,0.139630
822,13.700000,0.112187,-0.210076,-0.036364,-0.970546,0.137083,1.272983,0.145075
823,13.716667,0.112988,-0.203212,-0.035101,-0.971960,0.131322,1.272800,0.150832
824,13.733333,0.112338,-0.194983,-0.027054,-0.973976,0.125384,1.272775,0.156602
825,13.750000,0.115563,-0.186719,-0.031272,-0.975091,0.120180,1.272338,0.161837
826,13.766667,0.113307,-0.178247,-0.032546,-0.976898,0.114792,1.271785,0.167002
827,13.783333,0.108709,-0.175546,-0.026607,-0.978089,0.109074,1.271594,0.172277
828,13.800000,0.108510,-0.170188,-0.021576,-0.979181,0.103506,1.271461,0.177213
829,13.816667,0.111085,-0.168455,-0.021503,-0.979194,0.098138,1.271323,0.182446
830,13.833333,0.110807,-0.158720,-0.020995,-0.980861,0.092813,1.270814,0.186589
831,13.850000,0.108392,-0.142117,-0.016608,-0.983757,0.087324,1.270882,0.190004
832,13.866667,0.112742,-0.139693,-0.021698,-0.983516,0.081832,1.270500,0.194416
833,13.883333,0.109039,-0.129192,-0.017900,-0.985444,0.077265,1.270408,0.197589
834,13.900000,0.109330,-0.121042,-0.017964,-0.986445,0.072172,1.270137,0.201067
835,13.916667,0.109317,-0.124528,-0.021649,-0.985938,0.067221,1.269854,0.205057
836,13.933333,0.111891,-0.116898,-0.021698,-0.986582,0.062460,1.269644,0.208185
837,13.950000,0.110647,-0.108871,-0.022667,-0.987619,0.058062,1.269514,0.211233
838,13.966667,0.103264,-0.096444,-0.027417,-0.989587,0.053610,1.270379,0.214337
839,13.983333,0.096382,-0.083559,-0.022020,-0.991586,0.049732,1.270875,0.216350
840,14.000000,0.104163,-0.081748,-0.009627,-0.991148,0.044877,1.270107,0.218505
841,14.016667,0.106624,-0.074054,-0.025715,-0.991204,0.040835,1.270574,0.221764
842,14.033333,0.114172,-0.071673,-0.020315,-0.990664,0.036312,1.270097,0.223301
843,14.050000,0.113135,-0.065519,-0.019802,-0.991219,0.032564,1.269862,0.224982
844,14.066667,0.112445,-0.058734,-0.016968,-0.991776,0.028867,1.269667,0.226783
845,14.083333,0.112053,-0.053241,-0.017105,-0.992128,0.025813,1.269856,0.228709
846,14.100000,0.112208,-0.046317,-0.015802,-0.992479,0.022460,1.269681,0.230418
847,14.116667,0.110402,-0.039188,-0.015454,-0.992994,0.019215,1.269727,0.232178
848,14.133333,0.106412,-0.037684,-0.008372,-0.993573,0.015945,1.270106,0.234273
849,14.150000,0.099497,-0.021250,-0.018574,-0.994637,0.013780,1.270633,0.235724
850,14.166667,0.108765,-0.019384,-0.009614,-0.993832,0.010636,1.269666,0.236740
851,14.183333,0.107497,-0.010848,-0.009163,-0.994104,0.007844,1.269695,0.238049
852,14.200000,0.109545,-0.005487,-0.008653,-0.993929,0.005371,1.269651,0.239020
853,14.216667,0.110678,0.006277,-0.008449,-0.993801,0.003528,1.269817,0.239871
854,14.233333,0.108372,0.006443,-0.005727,-0.994073,0.000720,1.270031,0.241068
855,14.250000,0.107563,0.013159,-0.005978,-0.994093,-0.001395,1.270325,0.241834
856,14.266667,0.112085,0.022278,-0.008525,-0.993412,-0.003087,1.270283,0.242348
857,14.283333,0.110944,0.027614,-0.008706,-0.993405,-0.004520,1.270276,0.242862
858,14.300000,0.109163,0.026089,-0.005445,-0.993667,-0.006425,1.270560,0.244078
859,14.316667,0.111701,0.031279,-0.008563,-0.993213,-0.007598,1.270270,0.244840
860,14.333333,0.111054,0.035915,-0.006751,-0.993142,-0.008472,1.269946,0.245380
861,14.350000,0.107123,0.045416,-0.007011,-0.993183,-0.008995,1.269981,0.246096
862,14.366667,0.107067,0.045704,-0.005646,-0.993185,-0.010040,1.269761,0.247049
863,14.383333,0.104050,0.050906,-0.001797,-0.993267,-0.010612,1.269802,0.247763
864,14.400000,0.103696,0.055323,-0.000182,-0.993069,-0.011155,1.269778,0.248396
865,14.416667,0.104485,0.060397,-0.003403,-0.992685,-0.011405,1.269642,0.248740
866,14.433333,0.100031,0.064640,-0.001670,-0.992881,-0.011675,1.270106,0.249156
867,14.450000,0.098934,0.068685,-0.002778,-0.992717,-0.011971,1.270435,0.249725
868,14.466667,0.103601,0.071825,-0.005986,-0.992004,-0.011924,1.270474,0.250165
869,14.483333,0.102853,0.072970,-0.001207,-0.992016,-0.011775,1.270914,0.250774
870,14.500000,0.111409,0.073722,-0.009069,-0.990995,-0.011863,1.270517,0.251107
871,14.516667,0.102398,0.075705,-0.000953,-0.991858,-0.011299,1.271250,0.252083
872,14.533333,0.100052,0.078648,-0.002139,-0.991867,-0.010783,1.271351,0.252975
873,14.550000,0.110034,0.078538,-0.009468,-0.990775,-0.010408,1.270747,0.253418
874,14.566667,0.111241,0.078604,-0.007064,-0.990655,-0.009784,1.270532,0.254014
875,14.583333,0.111112,0.079602,-0.006374,-0.990594,-0.009330,1.270549,0.254715
876,14.600000,0.101027,0.082686,0.003054,-0.991437,-0.008570,1.271412,0.255772
877,14.616667,0.101933,0.085043,0.003170,-0.991144,-0.008104,1.271470,0.256321
878,14.633333,0.102317,0.084965,0.004083,-0.991108,-0.007653,1.271445,0.256876
879,14.650000,0.103459,0.086369,0.001033,-0.990876,-0.007404,1.271410,0.257320
880,14.666667,0.102572,0.087758,0.000151,-0.990847,-0.007116,1.271418,0.257768
881,14.683333,0.101932,0.089404,0.002774,-0.990762,-0.006586,1.271731,0.258306
882,14.700000,0.101307,0.089909,0.002742,-0.990780,-0.006219,1.271896,0.258747
883,14.716667,0.100575,0.090431,0.001118,-0.990811,-0.005853,1.272173,0.259270
884,14.733333,0.101581,0.089649,0.001105,-0.990779,-0.005629,1.272320,0.259810
885,14.750000,0.101886,0.091708,0.000844,-0.990560,-0.005076,1.272350,0.260121
886,14.766667,0.102343,0.091667,0.002129,-0.990514,-0.004679,1.272536,0.260495
887,14.783333,0.101033,0.093413,0.000935,-0.990488,-0.004480,1.272880,0.261062
888,14.800000,0.101493,0.094186,0.000494,-0.990368,-0.004176,1.272957,0.261343
889,14.816667,0.101326,0.094014,0.000163,-0.990401,-0.003860,1.273069,0.261636
890,14.833333,0.102647,0.094332,0.000891,-0.990235,-0.003669,1.273125,0.261845
891,14.850000,0.102938,0.094083,0.000648,-0.990228,-0.003584,1.273318,0.262114
892,14.866667,0.103541,0.095216,0.000887,-0.990057,-0.003289,1.273393,0.262412
893,14.883333,0.104089,0.095739,0.000786,-0.989949,-0.003214,1.273559,0.262748
894,14.900000,0.102768,0.096427,0.003857,-0.990013,-0.003072,1.273851,0.263068
895,14.916667,0.102339,0.096743,0.003505,-0.990028,-0.002988,1.273881,0.263335
896,14.933333,0.102415,0.096968,0.003136,-0.989999,-0.002891,1.273988,0.263571
897,14.950000,0.102693,0.097488,0.003385,-0.989919,-0.002793,1.274075,0.263769
898,14.966667,0.102046,0.098436,0.000265,-0.989897,-0.002579,1.274357,0.263957
899,14.983333,0.101926,0.098288,-0.000196,-0.989925,-0.002572,1.274431,0.264277
900,15.000000,0.103074,0.098023,-0.001062,-0.989831,-0.002510,1.274502,0.264477
901,15.016667,0.103030,0.098162,-0.001185,-0.989822,-0.002535,1.274631,0.264737
902,15.033333,0.103356,0.097716,-0.001264,-0.989832,-0.002385,1.274764,0.264921
903,15.050000,0.103644,0.097659,-0.000832,-0.989808,-0.002204,1.274833,0.265163
904,15.066667,0.105089,0.098155,-0.002054,-0.989605,-0.002018,1.274959,0.265495
905,15.083333,0.104655,0.097732,-0.001710,-0.989693,-0.001829,1.274956,0.265751
906,15.100000,0.104939,0.097697,-0.001328,-0.989667,-0.001483,1.274904,0.266016
907,15.116667,0.104246,0.097624,-0.000418,-0.989749,-0.001282,1.274875,0.266276
908,15.133333,0.103659,0.096877,-0.000025,-0.989884,-0.000880,1.274850,0.266439
909,15.150000,0.103526,0.095913,-0.000092,-0.989991,-0.000570,1.274876,0.266666
910,15.166667,0.103811,0.095510,-0.000095,-0.990000,-0.000255,1.274904,0.266848
911,15.183333,0.104443,0.095207,-0.000821,-0.989963,0.000024,1.274977,0.267022
912,15.200000,0.104402,0.094667,-0.000109,-0.990019,0.000377,1.274947,0.267169
913,15.216667,0.104187,0.093884,-0.000080,-0.990117,0.000739,1.274973,0.267381
914,15.233333,0.103095,0.093655,-0.001640,-0.990251,0.001035,1.275105,0.267677
915,15.250000,0.104303,0.093242,-0.000772,-0.990165,0.001360,1.275029,0.267774
916,15.266667,0.104613,0.092803,-0.001682,-0.990172,0.001644,1.275025,0.267995
917,15.283333,0.103852,0.093145,-0.003233,-0.990216,0.001872,1.275178,0.268263
918,15.300000,0.103118,0.092928,-0.003589,-0.990312,0.002093,1.275349,0.268423
919,15.316667,0.103143,0.092581,-0.003889,-0.990341,0.002368,1.275408,0.268628
920,15.333333,0.105469,0.092409,-0.002016,-0.990118,0.002798,1.275208,0.268809
921,15.350000,0.105858,0.092064,-0.002175,-0.990108,0.003088,1.275279,0.269029
922,15.366667,0.104325,0.091699,-0.003828,-0.990299,0.003273,1.275468,0.269295
923,15.383333,0.103426,0.092280,-0.004209,-0.990338,0.003441,1.275468,0.269562
